Czas,Mowca,Tekst
"30:23","Mowca 2","Bo 7-8 miesięcy w handlu, to nikt na was nie poczeka i nikt się nie będzie zastanawiał, czy wy to macie, czy nie macie."
"30:29","Mowca 2","Tu o to chodzi, że ma do was przyjechać kupiec, powstanie sytuacja handlowa."
"30:34","Mowca 2","On przyjedzie, on powie, no ale musicie mieć certyfikat."
"30:38","Mowca 2","Tak, ale ja mam wszystko."
"30:39","Mowca 2","Ja mam wszystko."
"30:40","Mowca 2","My rozmawiamy w poniedziałek, podpisujemy umowę w czwartek, w piątek idzie towar."
"30:46","Mowca 2","Ja mam wszystko."
"30:47","Mowca 2","Bo pan to ma."
"30:48","Mowca 2","Tak?"
"30:49","Mowca 2","I pan wychodzi, pan handluje."
"30:51","Mowca 2","A jak kupiec przyjedzie, dogracie ten i kupiec powie, niech pan da certyfikat."
"30:56","Mowca 2","No za ile?"
"30:56","Mowca 2","Za 7 miesięcy?"
"30:58","Mowca 2","To nie ma rozmów, nie ma nic."
"31:00","Mowca 2","I masa ludzi się zgłasza, masa jest telefonu na takiej zasadzie."
"31:04","Mowca 2","Proszę pana, ale ja panu zapłacę pieniądze."
"31:07","Mowca 2","Ale wie pan co?"
"31:08","Mowca 2","Dobrze, dobrze proszę pana, zapłacę panu 200 tysięcy, tylko żeby za miesiąc był certyfikat."
"31:14","Mowca 2","No nie mam takiej opcji."
"31:16","Mowca 2","No nie mam takiej opcji."
"31:17","Mowca 2","No ja bym chciał pieniądze, ale nie mam takiej opcji, tak?"
"31:20","Mowca 2","Tu trzeba to wiedzieć."
"31:21","Mowca 2","Więc, więc w pracy jeśli firma funkcjonuje na rynku i firma chce się rozwijać, cokolwiek planuje, to to trzeba zrobić z wyprzedzeniem."
"31:31","Mowca 2","Żeby to było i żeby to wisiało na ścianie i było na półce."
"31:34","Mowca 1","A sieci też wiadomo, no mają w czym wybierać, tak?"
"31:36","Mowca 1","I wiadomo, że jeśli wybierają sobie jakiegoś dostawcę, czy drobiu, czy wieprzowinki, czy jakiś wędlinek, to wiadomo, że wybierają sobie ci, co mają te certyfikaty, no bo oni, no dzisiaj są takie trendy, że ta firma inwestując w siebie, no po prostu robi certyfikaty."
"31:49","Mowca 2","Wy wcale nie musicie mieć na oczach sieci, bo jeśli zakłady produkujące żywność gotową rozwijają się w trybie Jeśli ja 4 lata temu narysowałem klientowi zakład, który robił tygodniowo 5 tomów, Po półtora roku narysowałem mu zakład na 150 ton, a w tej chwili jest zakład o zwiększonej mocy 350 ton, tak?"
"32:16","Mowca 2","I jak zaczynaliśmy, to dróg przyjeżdżał tam jakimś małym busikiem, tak?"
"32:22","Mowca 2","Dzisiaj podjeżdżają 4 tiry naraz, bo zakład ma 5 dogów i nikt się z tym nie pierniczy, bo to jest potrzebne."
"32:30","Mowca 2","Ale warunkiem, żeby cokolwiek do tego zakładu dostarczyć, bo dzisiaj dział jakości, ja wchodzę, tych wszystkich ludzi znam, zarządzam, to siedzi 20 osób, no to warunkiem na dzień dobry to jest położenie certyfikatu, tak?"
"32:42","Mowca 2","Do oferty jest dołączony certyfikat."
"32:44","Mowca 2","Jak wy nie macie certyfikatu, to wy tam nie zawiesicie nic, bo nic, bo nawet nikt tej oferty nie przeczytał."
"32:50","Mowca 2","A firma jest taka, że ja tam wożę swoje produkty, wielu dostawców wozi, ja mam 14 dni termin płatności, jeśli są dostawy powyżej 500 tysięcy, to jest 30 dni termin płatności i wszyscy są zadowoleni, wszyscy handlują."
"33:07","Mowca 2","Tylko te cholerne certyfikaty są potrzebne, tak?"
"33:10","Mowca 2","Bo ich, ich dostawców i ja, ja ich dostawców zrobiłem 7 firm certyfikacji, no bo by nie mogli nic nie sprzedać, tak?"
"33:17","Mowca 2","I na gwałt to trzeba było robić, tak?"
"33:20","Mowca 2","Także to też pamiętajcie, że to nie jest tylko rynek sieciowy."
"33:24","Mowca 2","Niekiedy jest tak, że lepiej zawieźć do takiej firmy, się dogadać."
"33:31","Mowca 2","Towar biorą luzem, niepakowany."
"33:33","Mowca 2","Będzie pojemnik bez etykiety, to nikt tego nie powie, bo to idzie dalej na produkcję."
"33:40","Mowca 2","Szybka dostawa i to są dostawy na zasadzie, że wozicie codziennie tira, wozicie dwa."
"33:47","Mowca 2","Kurcze, jak poznacie się z człowiekiem, no widzicie, że jest normalny człowiek, normalny prezes, pieniądze płaci, to niekiedy lepiej włożyć takiemu jak do jakiejś sieci, tak?"
"33:57","Mowca 2","Ale to tylko takie moje podpowiedzi, a tego jest coraz więcej."
"34:00","Mowca 3","Rozumiem."
"34:03","Mowca 3","Dobra, to co?"
"34:04","Mowca 3","Mi się wydaje, że w następnym tygodniu, my się, wiem, że ciągle się ociągamy z tymi przekładami, ale wydaje mi się,"
"34:12","Mowca 2","że..."
"34:12","Mowca 2","To znaczy, no musicie się w marcu po prostu do tego tam, do tego tam 20 marca musicie przybić, przybić, no i wcześniej tym lepiej po prostu zadzwonić do nas, jeśli coś robimy, bo my też musimy zaklepać czas."
"34:27","Mowca 2","Ja też nie ukrywam, że ja wolałbym robić firmę u Was niż Wam robić w Krakowie, tak?"
"34:32","Mowca 2","Ja i tak coś tam będę robił."
"34:33","Mowca 3","I my też was, bo macie dobrą opinię, no tu nie ma co."
"34:36","Mowca 2","My jesteśmy tutaj też, no blisko znamy ten teren, no ja też nie ukrywam, że jakieś zatwierdzanie projektów, czy coś, no to no pojedziemy z Martą, no to wszyscy się tam widujemy, znamy, że to na kulturalnych, spokojnych warunkach."
"34:50","Mowca 1","Jesteś bardzo zadowolony?"
"34:51","Mowca 3","Tak, wiadomo."
"34:53","Mowca 2","To nie ma, to nie ma tam problemu."
"34:56","Mowca 3","No dobra."
"34:56","Mowca 2","I też nawet tam w przyszłości do was podjechać, czy coś, czy tutaj jakaś obsługa, no to kurcze, no naprawdę, no 40 minut jesteśmy na miejscu, nie?"
"35:06","Mowca 2","To jest też bardzo duża zaleta."
"35:07","Mowca 3","Jeżeli zrobicie to bardzo dobrze, to też ja mam kontakt z ubojniami, z hurtowniami, bo ja bardzo dobrze się znam, nie w jednej ubojni się znam, jestem na tych z właścicielami."
"35:16","Mowca 2","Ale my jak to zrobimy dobrze, to jak wy będziecie zadowoleni, To my o tym wiemy i tu żadne strony internetowe czy nic nie pomogą, bo pan będzie za trzy lata budował zakład."
"35:29","Mowca 2","Może ubojnie, a może dań gotowych, a może wędlin drobiowych."
"35:33","Mowca 0","A na pewno rozbudowy?"
"35:34","Mowca 2","I będzie dalej robota, a jak nie, to będzie rozbudowa tego i to."
"35:38","Mowca 2","My to wiemy."
"35:39","Mowca 2","Znowu, że przychodzą ludzie, to..."
"35:43","Mowca 2","Jest dwa, trzy lata i nie mówię, bo często jest tak, że mamy taki kontakt, że wszystkie audyty jeździmy, wszystko im prowadzimy."
"35:50","Mowca 2","Oni są zadowoleni, my jesteśmy zadowoleni, ale przeważnie jest tak, że trzy lata i albo się rysuje rozbudowę, albo się rysuje drugi zakład, albo chłodnia, albo coś, bo firma się roz..."
"35:59","Mowca 2","Jakbyż firma zrobi certyfikat, to firma każda się rozwija."
"36:02","Mowca 3","Jasne."
"36:03","Mowca 2","To my nie mamy takiej firmy, żeby zrobili certyfikat, I że, no, my zrobiliśmy, no mówię, teraz mieliśmy firmę 2-3 lata temu, Pabieńca, zrobiliśmy pierwszy certyfikat, oni dzisiaj robią 300, 300 ton, mają drugi, nowoczesny zakład postawiony od zera, na dzień dzisiejszy jesteśmy na etapie, projektujemy im zakład 7000 m2, zupełnie na nowej działce, zupełnie nowe technologie, maszyny, naprawdę."
"36:30","Mowca 2","Będzie 5 osób obsługiwało linię, która na dobę trzaska 130 ton gotowego produktu."
"36:38","Mowca 2","Wszystko zautomatyzowane, zelektrywizowane."
"36:40","Mowca 2","Ale od czegoś się zaczęło."
"36:44","Mowca 3","Bardzo dziękujemy za długą rozmowę."
"36:47","Mowca 3","Było naprawdę dużo odpowiedzi."
"36:51","Mowca 1","Cieszymy się, że spotkaliśmy."
